label,mean_train_score,mean_test_score,std_test_score,mean_fit_time
NonScaler_RandomForestClassifier,1.0,0.8443678160919539,0.058976159107812814,1.5305644512176513
NonScaler_LinearSVC,0.8040592508189717,0.6685057471264367,0.05225323259936019,0.03615593910217285
