classes,fpr,tpr,auc
True,0.0,0.0,0.9983564645726808
True,0.0,0.013513513513513514,0.9983564645726808
True,0.0,0.9594594594594594,0.9983564645726808
True,0.02702702702702703,0.9594594594594594,0.9983564645726808
True,0.02702702702702703,0.9864864864864865,0.9983564645726808
True,0.06756756756756757,0.9864864864864865,0.9983564645726808
True,0.06756756756756757,1.0,0.9983564645726808
True,1.0,1.0,0.9983564645726808
