mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_scl,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.4582562923431397,0.037669434893829117,0.07045183181762696,0.010878580449231406,"RandomForestClassifier(n_estimators=500, random_state=0)",NonScaler(),"{'clf': RandomForestClassifier(n_estimators=500, random_state=0), 'scl': NonScaler()}",0.84,0.8,0.76,0.8,0.8333333333333334,0.8066666666666666,0.028596814119369613,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03139786720275879,0.003381256153409506,0.0025189399719238283,0.00022095099623504924,LinearSVC(random_state=0),NonScaler(),"{'clf': LinearSVC(random_state=0), 'scl': NonScaler()}",0.76,0.8,0.72,0.56,0.7916666666666666,0.7263333333333334,0.08779015383920402,2,0.797979797979798,0.7575757575757576,0.7575757575757576,0.797979797979798,0.78,0.7782222222222221,0.018091086745993364
