classes,fpr,tpr,auc
True,0.0,0.0,0.9973985431841832
True,0.0,0.03225806451612903,0.9973985431841832
True,0.0,0.967741935483871,0.9973985431841832
True,0.016129032258064516,0.967741935483871,0.9973985431841832
True,0.016129032258064516,0.9838709677419355,0.9973985431841832
True,0.14516129032258066,0.9838709677419355,0.9973985431841832
True,0.14516129032258066,1.0,0.9973985431841832
True,1.0,1.0,0.9973985431841832
