mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_scl,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.5305644512176513,0.09944381577070953,0.05221996307373047,0.014731546915009705,"RandomForestClassifier(n_estimators=500, random_state=0)",NonScaler(),"{'clf': RandomForestClassifier(n_estimators=500, random_state=0), 'scl': NonScaler()}",0.7666666666666667,0.8666666666666667,0.9333333333333333,0.7931034482758621,0.8620689655172413,0.8443678160919539,0.058976159107812814,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03615593910217285,0.006619895101230034,0.002694368362426758,0.00014971798366261222,LinearSVC(random_state=0),NonScaler(),"{'clf': LinearSVC(random_state=0), 'scl': NonScaler()}",0.7,0.6333333333333333,0.7333333333333333,0.5862068965517241,0.6896551724137931,0.6685057471264367,0.05225323259936019,2,0.8135593220338984,0.788135593220339,0.8135593220338984,0.773109243697479,0.8319327731092437,0.8040592508189717,0.020827394283407557
