label,mean_train_score,mean_test_score,std_test_score,mean_fit_time
NonScaler_RandomForestClassifier,1.0,0.8514942528735631,0.025829097756667824,1.568254041671753
NonScaler_LinearSVC,0.8210084033613445,0.7577011494252872,0.058344628315919245,0.04552154541015625
