label,mean_train_score,mean_test_score,std_test_score,mean_fit_time
NonScaler_RandomForestClassifier,1.0,0.8066666666666666,0.028596814119369613,1.4582562923431397
NonScaler_LinearSVC,0.7782222222222221,0.7263333333333334,0.08779015383920402,0.03139786720275879
